Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3152.5,3152.5,3122.39990234375,3124.10009765625,3124.10009765625,0
2000-01-05,3124.10009765625,3124.10009765625,3035.300048828125,3050.89990234375,3050.89990234375,0
2000-01-06,3050.89990234375,3075.39990234375,3026.0,3030.10009765625,3030.10009765625,0
2000-01-07,3030.10009765625,3048.300048828125,3016.199951171875,3044.5,3044.5,0
2000-01-10,3044.5,3111.5,3044.5,3103.10009765625,3103.10009765625,0
2000-01-11,3103.10009765625,3173.89990234375,3103.10009765625,3164.60009765625,3164.60009765625,0
2000-01-12,3164.60009765625,3164.60009765625,3095.5,3104.60009765625,3104.60009765625,0
2000-01-13,3104.60009765625,3105.89990234375,3089.0,3095.800048828125,3095.800048828125,0
2000-01-14,3095.800048828125,3131.60009765625,3095.800048828125,3131.60009765625,3131.60009765625,0
2000-01-17,3131.60009765625,3147.5,3131.0,3139.89990234375,3139.89990234375,0
2000-01-18,3139.89990234375,3157.10009765625,3127.199951171875,3151.199951171875,3151.199951171875,0
2000-01-19,3151.199951171875,3151.199951171875,3104.10009765625,3105.39990234375,3105.39990234375,0
2000-01-20,3105.39990234375,3139.5,3079.5,3137.10009765625,3137.10009765625,0
2000-01-21,3137.10009765625,3137.10009765625,3097.60009765625,3103.39990234375,3103.39990234375,0
2000-01-24,3103.39990234375,3115.39990234375,3096.39990234375,3096.60009765625,3096.60009765625,0
2000-01-25,3096.60009765625,3096.60009765625,3048.10009765625,3078.60009765625,3078.60009765625,0
2000-01-26,3096.60009765625,3096.60009765625,3048.10009765625,3078.60009765625,3078.60009765625,0
2000-01-27,3078.60009765625,3089.39990234375,3072.0,3083.39990234375,3083.39990234375,0
2000-01-28,3083.39990234375,3107.10009765625,3082.0,3092.10009765625,3092.10009765625,0
2000-01-31,3092.10009765625,3096.0,3069.39990234375,3096.0,3096.0,0
2000-02-01,3096.0,3108.699951171875,3077.800048828125,3084.5,3084.5,0
2000-02-02,3084.5,3124.199951171875,3084.5,3116.300048828125,3116.300048828125,0
2000-02-03,3116.300048828125,3135.5,3103.0,3135.10009765625,3135.10009765625,0
2000-02-04,3135.10009765625,3141.699951171875,3115.10009765625,3115.10009765625,3115.10009765625,0
2000-02-07,3115.10009765625,3138.300048828125,3113.39990234375,3130.39990234375,3130.39990234375,0
2000-02-08,3130.39990234375,3141.5,3120.5,3124.0,3124.0,0
2000-02-09,3124.0,3159.60009765625,3124.0,3134.0,3134.0,0
2000-02-10,3134.0,3175.300048828125,3120.5,3172.5,3172.5,0
2000-02-11,3172.5,3174.699951171875,3145.300048828125,3167.10009765625,3167.10009765625,0
2000-02-14,3167.10009765625,3167.10009765625,3128.60009765625,3135.300048828125,3135.300048828125,0
2000-02-15,3135.300048828125,3168.5,3135.300048828125,3158.10009765625,3158.10009765625,0
2000-02-16,3158.10009765625,3194.199951171875,3145.89990234375,3148.300048828125,3148.300048828125,0
2000-02-17,3145.5,3154.300048828125,3124.300048828125,3144.89990234375,3144.89990234375,0
2000-02-18,3144.89990234375,3157.199951171875,3114.300048828125,3120.10009765625,3120.10009765625,0
2000-02-21,3120.10009765625,3122.0,3083.5,3117.10009765625,3117.10009765625,0
2000-02-22,3117.10009765625,3123.199951171875,3097.39990234375,3101.199951171875,3101.199951171875,0
2000-02-23,3101.199951171875,3126.300048828125,3096.10009765625,3112.5,3112.5,0
2000-02-24,3112.5,3133.699951171875,3101.300048828125,3106.89990234375,3106.89990234375,0
2000-02-25,3106.89990234375,3129.699951171875,3088.60009765625,3123.699951171875,3123.699951171875,0
2000-02-28,3123.699951171875,3126.300048828125,3108.10009765625,3118.0,3118.0,0
2000-02-29,3118.0,3151.0,3118.0,3135.699951171875,3135.699951171875,0
2000-03-01,3135.699951171875,3195.699951171875,3127.39990234375,3192.60009765625,3192.60009765625,0
2000-03-02,3192.60009765625,3228.300048828125,3192.60009765625,3220.0,3220.0,0
2000-03-03,3220.0,3255.699951171875,3203.10009765625,3225.800048828125,3225.800048828125,0
2000-03-06,3225.800048828125,3255.199951171875,3219.39990234375,3232.10009765625,3232.10009765625,0
2000-03-07,3232.10009765625,3251.0,3207.5,3251.0,3251.0,0
2000-03-08,3251.0,3253.39990234375,3201.199951171875,3218.5,3218.5,0
2000-03-09,3218.5,3218.89990234375,3185.5,3196.60009765625,3196.60009765625,0
2000-03-10,3196.60009765625,3220.0,3196.0,3199.5,3199.5,0
2000-03-13,3199.5,3208.300048828125,3179.5,3190.300048828125,3190.300048828125,0
2000-03-14,3190.300048828125,3190.300048828125,3160.10009765625,3187.39990234375,3187.39990234375,0
2000-03-15,3187.39990234375,3187.39990234375,3153.10009765625,3163.5,3163.5,0
2000-03-16,3163.5,3197.60009765625,3163.5,3180.199951171875,3180.199951171875,0
2000-03-17,3180.199951171875,3252.199951171875,3180.199951171875,3203.39990234375,3203.39990234375,0
2000-03-20,3203.39990234375,3229.10009765625,3199.300048828125,3228.10009765625,3228.10009765625,0
2000-03-21,3228.10009765625,3247.39990234375,3224.800048828125,3242.199951171875,3242.199951171875,0
2000-03-22,3242.199951171875,3276.199951171875,3242.199951171875,3274.10009765625,3274.10009765625,0
2000-03-23,3274.10009765625,3276.699951171875,3238.89990234375,3243.5,3243.5,0
2000-03-24,3243.5,3259.699951171875,3233.89990234375,3247.39990234375,3247.39990234375,0
2000-03-27,3247.39990234375,3255.5,3223.89990234375,3225.60009765625,3225.60009765625,0
2000-03-28,3225.60009765625,3240.800048828125,3204.0,3240.800048828125,3240.800048828125,0
2000-03-29,3240.800048828125,3246.199951171875,3219.300048828125,3228.5,3228.5,0
2000-03-30,3228.5,3228.5,3194.800048828125,3194.800048828125,3194.800048828125,0
2000-03-31,3194.800048828125,3194.800048828125,3133.300048828125,3133.300048828125,3133.300048828125,0
2000-04-03,3133.300048828125,3183.199951171875,3133.300048828125,3183.199951171875,3183.199951171875,0
2000-04-04,3183.199951171875,3189.39990234375,3158.5,3163.5,3163.5,0
2000-04-05,3163.5,3163.5,3125.699951171875,3137.800048828125,3137.800048828125,0
2000-04-06,3137.800048828125,3150.39990234375,3124.199951171875,3142.39990234375,3142.39990234375,0
2000-04-07,3142.39990234375,3178.800048828125,3142.39990234375,3168.199951171875,3168.199951171875,0
2000-04-10,3168.199951171875,3187.300048828125,3166.10009765625,3187.300048828125,3187.300048828125,0
2000-04-11,3187.300048828125,3187.300048828125,3148.0,3155.39990234375,3155.39990234375,0
2000-04-12,3155.39990234375,3155.39990234375,3123.699951171875,3133.39990234375,3133.39990234375,0
2000-04-13,3133.39990234375,3133.39990234375,3074.89990234375,3084.699951171875,3084.699951171875,0
2000-04-14,3084.699951171875,3097.800048828125,3059.60009765625,3096.0,3096.0,0
2000-04-17,3096.0,3096.0,2883.0,2920.0,2920.0,0
2000-04-18,2920.0,3011.199951171875,2919.89990234375,2986.5,2986.5,0
2000-04-19,2986.5,3046.0,2986.5,3042.300048828125,3042.300048828125,0
2000-04-20,3042.300048828125,3044.89990234375,3013.10009765625,3041.5,3041.5,0
2000-04-26,3041.5,3095.89990234375,3041.5,3084.5,3084.5,0
2000-04-27,3084.5,3084.5,3058.39990234375,3073.10009765625,3073.10009765625,0
2000-04-28,3073.10009765625,3087.89990234375,3056.699951171875,3085.10009765625,3085.10009765625,0
2000-05-01,3085.10009765625,3093.89990234375,3071.800048828125,3071.800048828125,3071.800048828125,0
2000-05-02,3071.800048828125,3099.800048828125,3071.800048828125,3099.10009765625,3099.10009765625,0
2000-05-03,3099.10009765625,3099.10009765625,3073.199951171875,3076.699951171875,3076.699951171875,0
2000-05-04,3076.699951171875,3076.699951171875,3021.89990234375,3025.89990234375,3025.89990234375,0
2000-05-05,3025.89990234375,3075.60009765625,3025.89990234375,3075.60009765625,3075.60009765625,0
2000-05-08,3075.60009765625,3091.800048828125,3073.199951171875,3075.10009765625,3075.10009765625,0
2000-05-09,3075.10009765625,3075.60009765625,3054.60009765625,3054.60009765625,3054.60009765625,0
2000-05-10,3054.60009765625,3054.60009765625,3003.0,3011.800048828125,3011.800048828125,0
2000-05-11,3011.800048828125,3011.800048828125,2958.199951171875,2966.800048828125,2966.800048828125,0
2000-05-12,2966.800048828125,3012.699951171875,2966.800048828125,3004.0,3004.0,0
2000-05-15,3004.0,3025.5,3001.199951171875,3018.60009765625,3018.60009765625,0
2000-05-16,3018.60009765625,3054.199951171875,3018.60009765625,3053.10009765625,3053.10009765625,0
2000-05-17,3053.10009765625,3055.60009765625,3033.89990234375,3040.10009765625,3040.10009765625,0
2000-05-18,3040.10009765625,3040.10009765625,3009.199951171875,3011.89990234375,3011.89990234375,0
2000-05-19,3011.89990234375,3018.800048828125,3000.0,3005.39990234375,3005.39990234375,0
2000-05-22,3005.39990234375,3005.39990234375,2962.800048828125,2969.0,2969.0,0
2000-05-23,2969.0,2985.89990234375,2969.0,2985.89990234375,2985.89990234375,0
2000-05-24,2985.89990234375,2985.89990234375,2951.800048828125,2972.199951171875,2972.199951171875,0
2000-05-25,2972.199951171875,2992.39990234375,2972.199951171875,2979.800048828125,2979.800048828125,0
2000-05-26,2979.800048828125,2979.800048828125,2960.10009765625,2964.300048828125,2964.300048828125,0
2000-05-29,2963.0,2996.0,2963.0,2996.0,2996.0,0
2000-05-30,2996.0,3010.800048828125,2994.800048828125,3010.800048828125,3010.800048828125,0
2000-05-31,3010.800048828125,3062.300048828125,3010.800048828125,3040.60009765625,3040.60009765625,0
2000-06-01,3040.60009765625,3047.800048828125,3027.89990234375,3047.800048828125,3047.800048828125,0
2000-06-02,3047.800048828125,3098.5,3047.800048828125,3096.300048828125,3096.300048828125,0
2000-06-05,3096.300048828125,3124.0,3096.300048828125,3105.10009765625,3105.10009765625,0
2000-06-06,3105.10009765625,3107.39990234375,3090.89990234375,3105.800048828125,3105.800048828125,0
2000-06-07,3105.800048828125,3107.0,3070.800048828125,3070.800048828125,3070.800048828125,0
2000-06-08,3070.800048828125,3089.699951171875,3069.10009765625,3083.39990234375,3083.39990234375,0
2000-06-09,3083.39990234375,3107.89990234375,3073.699951171875,3101.89990234375,3101.89990234375,0
2000-06-13,3101.89990234375,3101.89990234375,3065.10009765625,3071.300048828125,3071.300048828125,0
2000-06-14,3071.300048828125,3076.199951171875,3063.300048828125,3076.199951171875,3076.199951171875,0
2000-06-15,3076.199951171875,3103.5,3076.199951171875,3089.800048828125,3089.800048828125,0
2000-06-16,3089.800048828125,3100.39990234375,3082.199951171875,3096.89990234375,3096.89990234375,0
2000-06-19,3096.89990234375,3104.5,3076.5,3104.5,3104.5,0
2000-06-20,3104.5,3110.39990234375,3095.89990234375,3106.300048828125,3106.300048828125,0
2000-06-21,3106.300048828125,3125.60009765625,3091.800048828125,3125.60009765625,3125.60009765625,0
2000-06-22,3125.60009765625,3134.60009765625,3113.800048828125,3123.60009765625,3123.60009765625,0
2000-06-23,3123.60009765625,3127.300048828125,3107.0,3127.300048828125,3127.300048828125,0
2000-06-26,3127.300048828125,3133.0,3114.5,3129.0,3129.0,0
2000-06-27,3129.0,3145.10009765625,3124.199951171875,3143.10009765625,3143.10009765625,0
2000-06-28,3143.10009765625,3165.60009765625,3141.0,3165.60009765625,3165.60009765625,0
2000-06-29,3165.60009765625,3205.5,3163.699951171875,3205.5,3205.5,0
2000-06-30,3205.5,3260.0,3180.10009765625,3257.60009765625,3257.60009765625,0
2000-07-03,3257.60009765625,3264.0,3230.699951171875,3256.5,3256.5,0
2000-07-04,3256.5,3275.300048828125,3248.5,3259.5,3259.5,0
